fecha,tipo_movimiento,categoria,importe_eur,saldo_post_movimiento,descripcion,canal
2024-07-20,Gasto,Alimentación,-41.91,-183.14,Pago con tarjeta,Tarjeta
2024-07-20,Gasto,Alimentación,-28.75,-211.89,Pago con tarjeta,Tarjeta
2024-07-20,Gasto,Gasto extraordinario,-829.57,-1041.46,Compra excepcional,Tarjeta
2024-07-21,Gasto,Restaurantes,-20.27,-1061.74,Pago con tarjeta,Tarjeta
2024-07-21,Gasto,Bizum,-28.67,-1090.41,Bizum enviado,Bizum
2024-07-22,Gasto,Transporte,-57.33,-1147.74,Pago con tarjeta,Tarjeta
2024-07-22,Gasto,Alimentación,-26.68,-1174.42,Pago con tarjeta,Tarjeta
2024-07-23,Gasto,Salud,-49.89,-1224.31,Pago con tarjeta,Tarjeta
2024-07-24,Gasto,Otros,-14.39,-1238.71,Pago con tarjeta,Tarjeta
2024-07-24,Gasto,Alimentación,-10.69,-1249.4,Pago con tarjeta,Tarjeta
2024-07-25,Gasto,Transporte,-10.16,-1259.56,Pago con tarjeta,Tarjeta
2024-07-26,Gasto,Alimentación,-58.6,-1318.16,Pago con tarjeta,Tarjeta
2024-07-26,Gasto,Transporte,-21.22,-1339.38,Pago con tarjeta,Tarjeta
2024-07-27,Gasto,Alimentación,-44.64,-1384.02,Pago con tarjeta,Tarjeta
2024-07-27,Gasto,Alimentación,-43.02,-1427.04,Pago con tarjeta,Tarjeta
2024-07-28,Gasto,Otros,-21.28,-1448.32,Pago con tarjeta,Tarjeta
2024-07-29,Gasto,Transporte,-53.18,-1501.5,Pago con tarjeta,Tarjeta
2024-07-29,Gasto,Transporte,-9.58,-1511.08,Pago con tarjeta,Tarjeta
2024-07-30,Gasto,Salud,-42.68,-1553.76,Pago con tarjeta,Tarjeta
2024-07-30,Gasto,Transporte,-26.13,-1579.89,Pago con tarjeta,Tarjeta
2024-08-01,Ingreso,Salario,2248.55,668.67,Nómina mensual,Transferencia
2024-08-01,Gasto,Salud,-29.02,639.65,Pago con tarjeta,Tarjeta
2024-08-03,Gasto,Transporte,-25.08,614.58,Pago con tarjeta,Tarjeta
2024-08-03,Gasto,Transporte,-39.71,574.86,Pago con tarjeta,Tarjeta
2024-08-04,Gasto,Restaurantes,-19.82,555.05,Pago con tarjeta,Tarjeta
2024-08-04,Gasto,Alimentación,-39.38,515.67,Pago con tarjeta,Tarjeta
2024-08-05,Gasto,Alquiler,-900.0,-384.33,Cargo Alquiler,Débito
2024-08-05,Gasto,Otros,-52.05,-436.39,Pago con tarjeta,Tarjeta
2024-08-05,Gasto,Educación,-50.32,-486.7,Pago con tarjeta,Tarjeta
2024-08-06,Gasto,Transporte,-47.77,-534.48,Pago con tarjeta,Tarjeta
2024-08-06,Gasto,Ropa,-45.34,-579.82,Pago con tarjeta,Tarjeta
2024-08-07,Gasto,Préstamo personal,-220.0,-799.82,Cargo Préstamo personal,Débito
2024-08-07,Gasto,Alimentación,-57.64,-857.46,Pago con tarjeta,Tarjeta
2024-08-08,Gasto,Alimentación,-33.27,-890.73,Pago con tarjeta,Tarjeta
2024-08-10,Gasto,Otros,-50.81,-941.53,Pago con tarjeta,Tarjeta
2024-08-12,Gasto,Electricidad,-70.0,-1011.53,Cargo Electricidad,Débito
2024-08-12,Gasto,Gas,-45.0,-1056.53,Cargo Gas,Débito
2024-08-12,Gasto,Otros,-33.14,-1089.68,Pago con tarjeta,Tarjeta
2024-08-12,Gasto,Ropa,-36.61,-1126.29,Pago con tarjeta,Tarjeta
2024-08-12,Gasto,Bizum,-79.65,-1205.93,Bizum enviado,Bizum
2024-08-14,Gasto,Educación,-48.04,-1253.97,Pago con tarjeta,Tarjeta
2024-08-15,Gasto,Internet,-55.0,-1308.97,Cargo Internet,Débito
2024-08-15,Gasto,Telefonía,-35.0,-1343.97,Cargo Telefonía,Débito
2024-08-15,Gasto,Restaurantes,-42.71,-1386.68,Pago con tarjeta,Tarjeta
2024-08-15,Gasto,Alimentación,-40.44,-1427.12,Pago con tarjeta,Tarjeta
2024-08-16,Gasto,Restaurantes,-35.84,-1462.96,Pago con tarjeta,Tarjeta
2024-08-16,Gasto,Alimentación,-24.24,-1487.2,Pago con tarjeta,Tarjeta
2024-08-17,Gasto,Transporte,-33.83,-1521.03,Pago con tarjeta,Tarjeta
2024-08-18,Gasto,Seguro,-45.0,-1566.03,Cargo Seguro,Débito
2024-08-18,Gasto,Restaurantes,-45.67,-1611.71,Pago con tarjeta,Tarjeta
2024-08-18,Gasto,Alimentación,-25.74,-1637.44,Pago con tarjeta,Tarjeta
2024-08-20,Gasto,Streaming,-25.0,-1662.44,Cargo Streaming,Débito
2024-08-20,Gasto,Alimentación,-19.79,-1682.23,Pago con tarjeta,Tarjeta
2024-08-21,Gasto,Alimentación,-41.29,-1723.52,Pago con tarjeta,Tarjeta
2024-08-22,Gasto,Alimentación,-42.81,-1766.33,Pago con tarjeta,Tarjeta
2024-08-22,Gasto,Otros,-42.42,-1808.75,Pago con tarjeta,Tarjeta
2024-08-23,Gasto,Alimentación,-58.01,-1866.75,Pago con tarjeta,Tarjeta
2024-08-23,Gasto,Transporte,-47.25,-1914.01,Pago con tarjeta,Tarjeta
2024-08-24,Gasto,Bizum,-43.09,-1957.1,Bizum enviado,Bizum
2024-08-25,Gasto,Alimentación,-59.61,-2016.71,Pago con tarjeta,Tarjeta
2024-08-26,Gasto,Alimentación,-48.97,-2065.68,Pago con tarjeta,Tarjeta
2024-08-26,Gasto,Salud,-39.64,-2105.32,Pago con tarjeta,Tarjeta
2024-08-27,Gasto,Alimentación,-26.73,-2132.05,Pago con tarjeta,Tarjeta
2024-08-28,Gasto,Alimentación,-57.0,-2189.05,Pago con tarjeta,Tarjeta
2024-08-28,Gasto,Salud,-16.41,-2205.46,Pago con tarjeta,Tarjeta
2024-08-29,Gasto,Otros,-14.05,-2219.52,Pago con tarjeta,Tarjeta
2024-08-29,Gasto,Ropa,-27.79,-2247.31,Pago con tarjeta,Tarjeta
2024-08-31,Gasto,Alimentación,-57.78,-2305.09,Pago con tarjeta,Tarjeta
2024-08-31,Gasto,Transporte,-56.5,-2361.59,Pago con tarjeta,Tarjeta
2024-09-01,Ingreso,Salario,2146.49,-215.1,Nómina mensual,Transferencia
2024-09-03,Gasto,Otros,-36.58,-251.68,Pago con tarjeta,Tarjeta
2024-09-04,Gasto,Alimentación,-52.28,-303.95,Pago con tarjeta,Tarjeta
2024-09-04,Gasto,Alimentación,-8.92,-312.87,Pago con tarjeta,Tarjeta
2024-09-05,Gasto,Alquiler,-900.0,-1212.87,Cargo Alquiler,Débito
2024-09-05,Gasto,Restaurantes,-11.02,-1223.9,Pago con tarjeta,Tarjeta
2024-09-05,Gasto,Otros,-11.0,-1234.9,Pago con tarjeta,Tarjeta
2024-09-06,Gasto,Ropa,-21.8,-1256.7,Pago con tarjeta,Tarjeta
2024-09-07,Gasto,Préstamo personal,-220.0,-1476.7,Cargo Préstamo personal,Débito
2024-09-07,Gasto,Ropa,-39.99,-1516.69,Pago con tarjeta,Tarjeta
2024-09-07,Gasto,Alimentación,-40.44,-1557.14,Pago con tarjeta,Tarjeta
2024-09-09,Gasto,Alimentación,-28.13,-1585.27,Pago con tarjeta,Tarjeta
2024-09-09,Gasto,Otros,-20.93,-1606.19,Pago con tarjeta,Tarjeta
2024-09-10,Gasto,Alimentación,-35.84,-1642.03,Pago con tarjeta,Tarjeta
2024-09-10,Gasto,Gasto extraordinario,-517.08,-2159.11,Compra excepcional,Tarjeta
2024-09-12,Gasto,Electricidad,-70.0,-2229.11,Cargo Electricidad,Débito
2024-09-12,Gasto,Gas,-45.0,-2274.11,Cargo Gas,Débito
2024-09-12,Gasto,Restaurantes,-21.83,-2295.94,Pago con tarjeta,Tarjeta
2024-09-13,Gasto,Restaurantes,-27.55,-2323.49,Pago con tarjeta,Tarjeta
2024-09-13,Gasto,Restaurantes,-31.89,-2355.38,Pago con tarjeta,Tarjeta
2024-09-15,Gasto,Internet,-55.0,-2410.38,Cargo Internet,Débito
2024-09-15,Gasto,Telefonía,-35.0,-2445.38,Cargo Telefonía,Débito
2024-09-15,Gasto,Otros,-21.16,-2466.54,Pago con tarjeta,Tarjeta
2024-09-15,Gasto,Ropa,-50.91,-2517.45,Pago con tarjeta,Tarjeta
2024-09-16,Gasto,Alimentación,-34.96,-2552.4,Pago con tarjeta,Tarjeta
2024-09-17,Gasto,Alimentación,-46.8,-2599.21,Pago con tarjeta,Tarjeta
2024-09-18,Gasto,Seguro,-45.0,-2644.21,Cargo Seguro,Débito
2024-09-18,Gasto,Ocio,-26.37,-2670.57,Pago con tarjeta,Tarjeta
2024-09-18,Gasto,Alimentación,-26.18,-2696.76,Pago con tarjeta,Tarjeta
2024-09-19,Gasto,Transporte,-51.19,-2747.95,Pago con tarjeta,Tarjeta
2024-09-19,Ingreso,Bizum,56.67,-2691.27,Bizum recibido,Bizum
2024-09-20,Gasto,Streaming,-25.0,-2716.27,Cargo Streaming,Débito
2024-09-21,Gasto,Transporte,-48.28,-2764.56,Pago con tarjeta,Tarjeta
2024-09-21,Gasto,Transporte,-35.58,-2800.13,Pago con tarjeta,Tarjeta
2024-09-21,Gasto,Bizum,-116.53,-2916.66,Bizum enviado,Bizum
2024-09-22,Gasto,Otros,-35.08,-2951.74,Pago con tarjeta,Tarjeta
2024-09-22,Ingreso,Ingreso extra,115.46,-2836.29,Ingreso puntual,Transferencia
2024-09-23,Gasto,Restaurantes,-30.47,-2866.75,Pago con tarjeta,Tarjeta
2024-09-24,Gasto,Ocio,-33.79,-2900.55,Pago con tarjeta,Tarjeta
2024-09-24,Gasto,Bizum,-119.17,-3019.71,Bizum enviado,Bizum
2024-09-25,Gasto,Alimentación,-47.26,-3066.98,Pago con tarjeta,Tarjeta
2024-09-28,Gasto,Alimentación,-58.19,-3125.16,Pago con tarjeta,Tarjeta
2024-09-29,Gasto,Transporte,-34.43,-3159.6,Pago con tarjeta,Tarjeta
2024-10-01,Ingreso,Salario,2345.26,-814.34,Nómina mensual,Transferencia
2024-10-01,Gasto,Ropa,-46.57,-860.91,Pago con tarjeta,Tarjeta
2024-10-01,Gasto,Educación,-22.45,-883.36,Pago con tarjeta,Tarjeta
2024-10-02,Gasto,Ocio,-40.03,-923.39,Pago con tarjeta,Tarjeta
2024-10-03,Gasto,Salud,-51.68,-975.07,Pago con tarjeta,Tarjeta
2024-10-03,Gasto,Salud,-8.57,-983.64,Pago con tarjeta,Tarjeta
2024-10-05,Gasto,Alquiler,-900.0,-1883.64,Cargo Alquiler,Débito
2024-10-05,Gasto,Restaurantes,-45.55,-1929.19,Pago con tarjeta,Tarjeta
2024-10-06,Gasto,Alimentación,-9.51,-1938.7,Pago con tarjeta,Tarjeta
2024-10-06,Gasto,Alimentación,-17.43,-1956.13,Pago con tarjeta,Tarjeta
2024-10-07,Gasto,Préstamo personal,-220.0,-2176.13,Cargo Préstamo personal,Débito
2024-10-07,Gasto,Alimentación,-38.16,-2214.29,Pago con tarjeta,Tarjeta
2024-10-08,Gasto,Transporte,-9.19,-2223.48,Pago con tarjeta,Tarjeta
2024-10-08,Gasto,Alimentación,-41.1,-2264.58,Pago con tarjeta,Tarjeta
2024-10-10,Gasto,Alimentación,-30.57,-2295.15,Pago con tarjeta,Tarjeta
2024-10-10,Gasto,Alimentación,-19.47,-2314.62,Pago con tarjeta,Tarjeta
2024-10-12,Gasto,Electricidad,-70.0,-2384.62,Cargo Electricidad,Débito
2024-10-12,Gasto,Gas,-45.0,-2429.62,Cargo Gas,Débito
2024-10-13,Gasto,Otros,-18.55,-2448.17,Pago con tarjeta,Tarjeta
2024-10-14,Gasto,Salud,-22.2,-2470.37,Pago con tarjeta,Tarjeta
2024-10-14,Gasto,Transporte,-23.53,-2493.91,Pago con tarjeta,Tarjeta
2024-10-15,Gasto,Internet,-55.0,-2548.91,Cargo Internet,Débito
2024-10-15,Gasto,Telefonía,-35.0,-2583.91,Cargo Telefonía,Débito
2024-10-16,Gasto,Ocio,-40.82,-2624.73,Pago con tarjeta,Tarjeta
2024-10-16,Gasto,Bizum,-109.43,-2734.16,Bizum enviado,Bizum
2024-10-16,Ingreso,Ingreso extra,98.33,-2635.83,Ingreso puntual,Transferencia
2024-10-17,Gasto,Alimentación,-47.07,-2682.9,Pago con tarjeta,Tarjeta
2024-10-17,Gasto,Ocio,-57.74,-2740.64,Pago con tarjeta,Tarjeta
2024-10-17,Ingreso,Bizum,16.28,-2724.37,Bizum recibido,Bizum
2024-10-18,Gasto,Seguro,-45.0,-2769.37,Cargo Seguro,Débito
2024-10-19,Gasto,Alimentación,-16.13,-2785.5,Pago con tarjeta,Tarjeta
2024-10-20,Gasto,Streaming,-25.0,-2810.5,Cargo Streaming,Débito
2024-10-20,Gasto,Transporte,-29.38,-2839.88,Pago con tarjeta,Tarjeta
2024-10-20,Ingreso,Ingreso extra,292.41,-2547.46,Ingreso puntual,Transferencia
2024-10-22,Gasto,Transporte,-33.71,-2581.18,Pago con tarjeta,Tarjeta
2024-10-22,Gasto,Otros,-15.54,-2596.72,Pago con tarjeta,Tarjeta
2024-10-23,Gasto,Transporte,-26.17,-2622.89,Pago con tarjeta,Tarjeta
2024-10-24,Gasto,Ocio,-36.35,-2659.23,Pago con tarjeta,Tarjeta
2024-10-25,Gasto,Ocio,-36.26,-2695.5,Pago con tarjeta,Tarjeta
2024-10-26,Gasto,Ocio,-19.24,-2714.74,Pago con tarjeta,Tarjeta
2024-10-26,Gasto,Alimentación,-52.82,-2767.56,Pago con tarjeta,Tarjeta
2024-10-29,Gasto,Ropa,-35.01,-2802.57,Pago con tarjeta,Tarjeta
2024-10-29,Gasto,Alimentación,-53.65,-2856.21,Pago con tarjeta,Tarjeta
2024-10-30,Gasto,Ropa,-37.01,-2893.23,Pago con tarjeta,Tarjeta
2024-10-30,Gasto,Transporte,-12.9,-2906.13,Pago con tarjeta,Tarjeta
2024-11-01,Ingreso,Salario,2280.93,-625.19,Nómina mensual,Transferencia
2024-11-01,Gasto,Transporte,-22.93,-648.13,Pago con tarjeta,Tarjeta
2024-11-01,Gasto,Ropa,-38.03,-686.16,Pago con tarjeta,Tarjeta
2024-11-04,Gasto,Transporte,-39.1,-725.26,Pago con tarjeta,Tarjeta
2024-11-04,Gasto,Alimentación,-26.91,-752.17,Pago con tarjeta,Tarjeta
2024-11-05,Gasto,Alquiler,-900.0,-1652.17,Cargo Alquiler,Débito
2024-11-06,Gasto,Otros,-29.72,-1681.9,Pago con tarjeta,Tarjeta
2024-11-07,Gasto,Préstamo personal,-220.0,-1901.9,Cargo Préstamo personal,Débito
2024-11-07,Gasto,Otros,-42.12,-1944.02,Pago con tarjeta,Tarjeta
2024-11-07,Gasto,Alimentación,-43.72,-1987.73,Pago con tarjeta,Tarjeta
2024-11-08,Gasto,Ocio,-17.75,-2005.48,Pago con tarjeta,Tarjeta
2024-11-08,Gasto,Salud,-50.59,-2056.07,Pago con tarjeta,Tarjeta
2024-11-09,Gasto,Ocio,-24.33,-2080.4,Pago con tarjeta,Tarjeta
2024-11-10,Gasto,Ocio,-50.95,-2131.35,Pago con tarjeta,Tarjeta
2024-11-10,Gasto,Alimentación,-20.47,-2151.83,Pago con tarjeta,Tarjeta
2024-11-11,Gasto,Restaurantes,-38.02,-2189.84,Pago con tarjeta,Tarjeta
2024-11-12,Gasto,Electricidad,-70.0,-2259.84,Cargo Electricidad,Débito
2024-11-12,Gasto,Gas,-45.0,-2304.84,Cargo Gas,Débito
2024-11-12,Gasto,Alimentación,-43.16,-2348.0,Pago con tarjeta,Tarjeta
2024-11-13,Gasto,Ocio,-59.57,-2407.58,Pago con tarjeta,Tarjeta
2024-11-13,Ingreso,Bizum,18.48,-2389.1,Bizum recibido,Bizum
2024-11-14,Gasto,Alimentación,-23.81,-2412.9,Pago con tarjeta,Tarjeta
2024-11-15,Gasto,Internet,-55.0,-2467.9,Cargo Internet,Débito
2024-11-15,Gasto,Telefonía,-35.0,-2502.9,Cargo Telefonía,Débito
2024-11-17,Gasto,Alimentación,-27.84,-2530.75,Pago con tarjeta,Tarjeta
2024-11-17,Gasto,Alimentación,-29.46,-2560.21,Pago con tarjeta,Tarjeta
2024-11-17,Ingreso,Ingreso extra,214.86,-2345.35,Ingreso puntual,Transferencia
2024-11-18,Gasto,Seguro,-45.0,-2390.35,Cargo Seguro,Débito
2024-11-18,Gasto,Alimentación,-52.63,-2442.98,Pago con tarjeta,Tarjeta
2024-11-18,Gasto,Alimentación,-55.36,-2498.34,Pago con tarjeta,Tarjeta
2024-11-18,Ingreso,Ingreso extra,388.1,-2110.24,Ingreso puntual,Transferencia
2024-11-19,Gasto,Transporte,-35.7,-2145.94,Pago con tarjeta,Tarjeta
2024-11-20,Gasto,Streaming,-25.0,-2170.94,Cargo Streaming,Débito
2024-11-20,Gasto,Alimentación,-20.58,-2191.52,Pago con tarjeta,Tarjeta
2024-11-20,Gasto,Alimentación,-32.38,-2223.9,Pago con tarjeta,Tarjeta
2024-11-21,Gasto,Transporte,-11.35,-2235.25,Pago con tarjeta,Tarjeta
2024-11-21,Gasto,Salud,-53.62,-2288.87,Pago con tarjeta,Tarjeta
2024-11-22,Gasto,Alimentación,-49.32,-2338.18,Pago con tarjeta,Tarjeta
2024-11-22,Gasto,Alimentación,-38.31,-2376.49,Pago con tarjeta,Tarjeta
2024-11-23,Gasto,Alimentación,-33.4,-2409.89,Pago con tarjeta,Tarjeta
2024-11-23,Gasto,Ocio,-35.31,-2445.2,Pago con tarjeta,Tarjeta
2024-11-23,Ingreso,Bizum,105.54,-2339.66,Bizum recibido,Bizum
2024-11-23,Ingreso,Ingreso extra,302.22,-2037.43,Ingreso puntual,Transferencia
2024-11-24,Gasto,Restaurantes,-48.24,-2085.68,Pago con tarjeta,Tarjeta
2024-11-24,Gasto,Transporte,-54.41,-2140.09,Pago con tarjeta,Tarjeta
2024-11-25,Gasto,Transporte,-43.17,-2183.26,Pago con tarjeta,Tarjeta
2024-11-28,Gasto,Restaurantes,-10.37,-2193.63,Pago con tarjeta,Tarjeta
2024-11-29,Gasto,Transporte,-32.43,-2226.06,Pago con tarjeta,Tarjeta
2024-11-30,Gasto,Alimentación,-19.39,-2245.45,Pago con tarjeta,Tarjeta
2024-11-30,Ingreso,Bizum,21.88,-2223.57,Bizum recibido,Bizum
2024-12-01,Ingreso,Salario,2168.42,-55.15,Nómina mensual,Transferencia
2024-12-01,Gasto,Alimentación,-22.45,-77.59,Pago con tarjeta,Tarjeta
2024-12-02,Gasto,Transporte,-53.46,-131.05,Pago con tarjeta,Tarjeta
2024-12-03,Gasto,Alimentación,-28.27,-159.33,Pago con tarjeta,Tarjeta
2024-12-03,Gasto,Ocio,-53.88,-213.2,Pago con tarjeta,Tarjeta
2024-12-04,Gasto,Otros,-50.7,-263.91,Pago con tarjeta,Tarjeta
2024-12-04,Gasto,Alimentación,-41.09,-305.0,Pago con tarjeta,Tarjeta
2024-12-04,Ingreso,Bizum,38.34,-266.66,Bizum recibido,Bizum
2024-12-05,Gasto,Alquiler,-900.0,-1166.66,Cargo Alquiler,Débito
2024-12-05,Gasto,Ropa,-42.46,-1209.12,Pago con tarjeta,Tarjeta
2024-12-05,Gasto,Alimentación,-39.01,-1248.13,Pago con tarjeta,Tarjeta
2024-12-06,Gasto,Otros,-42.77,-1290.9,Pago con tarjeta,Tarjeta
2024-12-07,Gasto,Préstamo personal,-220.0,-1510.9,Cargo Préstamo personal,Débito
2024-12-07,Gasto,Alimentación,-14.02,-1524.91,Pago con tarjeta,Tarjeta
2024-12-07,Gasto,Alimentación,-16.94,-1541.85,Pago con tarjeta,Tarjeta
2024-12-09,Gasto,Restaurantes,-38.01,-1579.86,Pago con tarjeta,Tarjeta
2024-12-09,Gasto,Bizum,-23.53,-1603.4,Bizum enviado,Bizum
2024-12-10,Gasto,Restaurantes,-52.3,-1655.69,Pago con tarjeta,Tarjeta
2024-12-10,Gasto,Restaurantes,-12.04,-1667.73,Pago con tarjeta,Tarjeta
2024-12-11,Gasto,Salud,-52.59,-1720.32,Pago con tarjeta,Tarjeta
2024-12-11,Gasto,Educación,-30.41,-1750.73,Pago con tarjeta,Tarjeta
2024-12-12,Gasto,Electricidad,-70.0,-1820.73,Cargo Electricidad,Débito
2024-12-12,Gasto,Gas,-45.0,-1865.73,Cargo Gas,Débito
2024-12-12,Gasto,Restaurantes,-35.34,-1901.07,Pago con tarjeta,Tarjeta
2024-12-12,Gasto,Transporte,-16.61,-1917.69,Pago con tarjeta,Tarjeta
2024-12-14,Gasto,Alimentación,-29.3,-1946.99,Pago con tarjeta,Tarjeta
2024-12-15,Gasto,Internet,-55.0,-2001.99,Cargo Internet,Débito
2024-12-15,Gasto,Telefonía,-35.0,-2036.99,Cargo Telefonía,Débito
2024-12-15,Gasto,Transporte,-37.1,-2074.09,Pago con tarjeta,Tarjeta
2024-12-15,Gasto,Alimentación,-16.7,-2090.79,Pago con tarjeta,Tarjeta
2024-12-16,Gasto,Restaurantes,-10.03,-2100.82,Pago con tarjeta,Tarjeta
2024-12-16,Ingreso,Bizum,52.68,-2048.14,Bizum recibido,Bizum
2024-12-17,Gasto,Alimentación,-51.44,-2099.59,Pago con tarjeta,Tarjeta
2024-12-17,Gasto,Restaurantes,-27.49,-2127.08,Pago con tarjeta,Tarjeta
2024-12-18,Gasto,Seguro,-45.0,-2172.08,Cargo Seguro,Débito
2024-12-18,Gasto,Alimentación,-57.98,-2230.06,Pago con tarjeta,Tarjeta
2024-12-19,Gasto,Restaurantes,-35.68,-2265.73,Pago con tarjeta,Tarjeta
2024-12-20,Gasto,Streaming,-25.0,-2290.73,Cargo Streaming,Débito
2024-12-20,Gasto,Alimentación,-18.12,-2308.85,Pago con tarjeta,Tarjeta
2024-12-20,Gasto,Alimentación,-25.81,-2334.66,Pago con tarjeta,Tarjeta
2024-12-21,Gasto,Transporte,-59.99,-2394.65,Pago con tarjeta,Tarjeta
2024-12-21,Gasto,Alimentación,-50.47,-2445.12,Pago con tarjeta,Tarjeta
2024-12-22,Gasto,Transporte,-40.27,-2485.39,Pago con tarjeta,Tarjeta
2024-12-22,Gasto,Alimentación,-28.55,-2513.94,Pago con tarjeta,Tarjeta
2024-12-22,Gasto,Bizum,-62.31,-2576.25,Bizum enviado,Bizum
2024-12-24,Gasto,Transporte,-11.0,-2587.25,Pago con tarjeta,Tarjeta
2024-12-24,Ingreso,Ingreso extra,390.27,-2196.98,Ingreso puntual,Transferencia
2024-12-26,Gasto,Restaurantes,-22.86,-2219.84,Pago con tarjeta,Tarjeta
2024-12-27,Gasto,Restaurantes,-45.74,-2265.58,Pago con tarjeta,Tarjeta
2024-12-28,Gasto,Transporte,-57.71,-2323.29,Pago con tarjeta,Tarjeta
2024-12-29,Gasto,Alimentación,-20.5,-2343.79,Pago con tarjeta,Tarjeta
2024-12-29,Ingreso,Ingreso extra,390.89,-1952.9,Ingreso puntual,Transferencia
2024-12-30,Gasto,Alimentación,-32.8,-1985.7,Pago con tarjeta,Tarjeta
2024-12-31,Gasto,Transporte,-50.63,-2036.32,Pago con tarjeta,Tarjeta
2024-12-31,Gasto,Alimentación,-46.12,-2082.44,Pago con tarjeta,Tarjeta
