fecha,tipo_movimiento,categoria,importe_eur,saldo_post_movimiento,descripcion,canal,mes,dia,alerta,tipo_movimiento_general
2024-05-18,Gasto,Seguro,-45.0,1694.1100000000015,Cargo Seguro,Débito,May,Saturday,Saldo negativo,fijo
2024-05-18,Gasto,Salud,-39.07,1655.0400000000013,Pago con tarjeta,Tarjeta,May,Saturday,Saldo negativo,gasto recurrente
2024-05-20,Gasto,Streaming,-25.0,1630.0400000000013,Cargo Streaming,Débito,May,Monday,Saldo negativo,fijo
2024-05-20,Gasto,Otros,-17.59,1612.4500000000012,Pago con tarjeta,Tarjeta,May,Monday,Saldo negativo,gasto extraordinario
2024-05-20,Gasto,Alimentación,-40.88,1571.570000000001,Pago con tarjeta,Tarjeta,May,Monday,Saldo negativo,gasto recurrente
2024-05-20,Ingreso,Bizum,102.08,1673.650000000001,Bizum recibido,Bizum,May,Monday,Saldo negativo,sin definir
2024-05-21,Gasto,Restaurantes,-42.51,1631.1400000000008,Pago con tarjeta,Tarjeta,May,Tuesday,Saldo negativo,gasto extraordinario
2024-05-21,Gasto,Otros,-46.09,1585.0500000000006,Pago con tarjeta,Tarjeta,May,Tuesday,Saldo negativo,gasto extraordinario
2024-05-22,Gasto,Salud,-57.67,1527.3800000000006,Pago con tarjeta,Tarjeta,May,Wednesday,Saldo negativo,gasto recurrente
2024-05-23,Gasto,Ocio,-33.77,1493.6100000000006,Pago con tarjeta,Tarjeta,May,Thursday,Saldo negativo,gasto extraordinario
2024-05-23,Gasto,Ocio,-30.61,1463.0000000000005,Pago con tarjeta,Tarjeta,May,Thursday,Saldo negativo,gasto extraordinario
2024-05-24,Gasto,Alimentación,-11.36,1451.6400000000003,Pago con tarjeta,Tarjeta,May,Friday,Saldo negativo,gasto recurrente
2024-05-24,Gasto,Alimentación,-42.49,1409.1500000000005,Pago con tarjeta,Tarjeta,May,Friday,Saldo negativo,gasto recurrente
2024-05-25,Gasto,Transporte,-53.39,1355.7600000000007,Pago con tarjeta,Tarjeta,May,Saturday,Saldo negativo,gasto recurrente
2024-05-25,Gasto,Ocio,-49.94,1305.8200000000006,Pago con tarjeta,Tarjeta,May,Saturday,Saldo negativo,gasto extraordinario
2024-05-26,Gasto,Transporte,-44.05,1261.7700000000004,Pago con tarjeta,Tarjeta,May,Sunday,Saldo negativo,gasto recurrente
2024-05-26,Ingreso,Bizum,83.69,1345.4600000000005,Bizum recibido,Bizum,May,Sunday,Saldo negativo,sin definir
2024-05-27,Gasto,Educación,-9.77,1335.6900000000005,Pago con tarjeta,Tarjeta,May,Monday,Saldo negativo,fijo
2024-05-27,Gasto,Ocio,-23.46,1312.2300000000005,Pago con tarjeta,Tarjeta,May,Monday,Saldo negativo,gasto extraordinario
2024-05-28,Gasto,Alimentación,-26.92,1285.3100000000004,Pago con tarjeta,Tarjeta,May,Tuesday,Saldo negativo,gasto recurrente
2024-05-28,Gasto,Transporte,-41.52,1243.7900000000004,Pago con tarjeta,Tarjeta,May,Tuesday,Saldo negativo,gasto recurrente
2024-05-29,Gasto,Ocio,-25.67,1218.1200000000003,Pago con tarjeta,Tarjeta,May,Wednesday,Saldo negativo,gasto extraordinario
2024-05-30,Gasto,Ocio,-46.37,1171.7500000000005,Pago con tarjeta,Tarjeta,May,Thursday,Saldo negativo,gasto extraordinario
2024-05-31,Gasto,Salud,-9.11,1162.6400000000003,Pago con tarjeta,Tarjeta,May,Friday,Saldo negativo,gasto recurrente
2024-06-01,Ingreso,Salario,1951.89,3114.5300000000007,Nómina mensual,Transferencia,June,Saturday,,ingreso de dinero
2024-06-02,Gasto,Restaurantes,-38.2,3076.3300000000004,Pago con tarjeta,Tarjeta,June,Sunday,,gasto extraordinario
2024-06-03,Gasto,Ocio,-20.42,3055.9100000000003,Pago con tarjeta,Tarjeta,June,Monday,,gasto extraordinario
2024-06-03,Gasto,Alimentación,-22.47,3033.4400000000005,Pago con tarjeta,Tarjeta,June,Monday,,gasto recurrente
2024-06-04,Gasto,Educación,-10.35,3023.09,Pago con tarjeta,Tarjeta,June,Tuesday,,fijo
2024-06-05,Gasto,Alquiler,-900.0,2123.09,Cargo Alquiler,Débito,June,Wednesday,,fijo
2024-06-07,Gasto,Préstamo personal,-220.0,1903.0900000000001,Cargo Préstamo personal,Débito,June,Friday,Saldo negativo,fijo
2024-06-09,Gasto,Alimentación,-15.04,1888.0500000000002,Pago con tarjeta,Tarjeta,June,Sunday,Saldo negativo,gasto recurrente
2024-06-11,Gasto,Transporte,-33.54,1854.5100000000002,Pago con tarjeta,Tarjeta,June,Tuesday,Saldo negativo,gasto recurrente
2024-06-11,Gasto,Otros,-54.67,1799.8400000000001,Pago con tarjeta,Tarjeta,June,Tuesday,Saldo negativo,gasto extraordinario
2024-06-12,Gasto,Electricidad,-70.0,1729.8400000000001,Cargo Electricidad,Débito,June,Wednesday,Saldo negativo,fijo
2024-06-12,Gasto,Gas,-45.0,1684.8400000000001,Cargo Gas,Débito,June,Wednesday,Saldo negativo,fijo
2024-06-12,Gasto,Transporte,-12.76,1672.08,Pago con tarjeta,Tarjeta,June,Wednesday,Saldo negativo,gasto recurrente
2024-06-12,Gasto,Salud,-21.81,1650.27,Pago con tarjeta,Tarjeta,June,Wednesday,Saldo negativo,gasto recurrente
2024-06-14,Gasto,Alimentación,-7.02,1643.25,Pago con tarjeta,Tarjeta,June,Friday,Saldo negativo,gasto recurrente
2024-06-14,Gasto,Ocio,-10.54,1632.71,Pago con tarjeta,Tarjeta,June,Friday,Saldo negativo,gasto extraordinario
2024-06-15,Gasto,Internet,-55.0,1577.71,Cargo Internet,Débito,June,Saturday,Saldo negativo,fijo
2024-06-15,Gasto,Telefonía,-35.0,1542.71,Cargo Telefonía,Débito,June,Saturday,Saldo negativo,fijo
2024-06-16,Gasto,Salud,-26.09,1516.62,Pago con tarjeta,Tarjeta,June,Sunday,Saldo negativo,gasto recurrente
2024-06-18,Gasto,Seguro,-45.0,1471.62,Cargo Seguro,Débito,June,Tuesday,Saldo negativo,fijo
2024-06-19,Gasto,Ocio,-17.84,1453.7799999999997,Pago con tarjeta,Tarjeta,June,Wednesday,Saldo negativo,gasto extraordinario
2024-06-20,Gasto,Streaming,-25.0,1428.7799999999997,Cargo Streaming,Débito,June,Thursday,Saldo negativo,fijo
2024-06-20,Ingreso,Bizum,100.19,1528.9699999999998,Bizum recibido,Bizum,June,Thursday,Saldo negativo,sin definir
2024-06-20,Ingreso,Ingreso extra,257.98,1786.9499999999998,Ingreso puntual,Transferencia,June,Thursday,Saldo negativo,ingreso de dinero
2024-06-22,Gasto,Transporte,-21.51,1765.4399999999996,Pago con tarjeta,Tarjeta,June,Saturday,Saldo negativo,gasto recurrente
2024-06-23,Gasto,Alimentación,-25.91,1739.5299999999997,Pago con tarjeta,Tarjeta,June,Sunday,Saldo negativo,gasto recurrente
2024-06-23,Gasto,Salud,-28.39,1711.1399999999999,Pago con tarjeta,Tarjeta,June,Sunday,Saldo negativo,gasto recurrente
2024-06-24,Gasto,Alimentación,-20.1,1691.04,Pago con tarjeta,Tarjeta,June,Monday,Saldo negativo,gasto recurrente
2024-06-24,Gasto,Ocio,-11.5,1679.54,Pago con tarjeta,Tarjeta,June,Monday,Saldo negativo,gasto extraordinario
2024-06-25,Gasto,Otros,-43.15,1636.3899999999999,Pago con tarjeta,Tarjeta,June,Tuesday,Saldo negativo,gasto extraordinario
2024-06-25,Gasto,Restaurantes,-41.67,1594.7199999999998,Pago con tarjeta,Tarjeta,June,Tuesday,Saldo negativo,gasto extraordinario
2024-06-27,Gasto,Alimentación,-50.87,1543.85,Pago con tarjeta,Tarjeta,June,Thursday,Saldo negativo,gasto recurrente
2024-06-27,Gasto,Restaurantes,-31.47,1512.38,Pago con tarjeta,Tarjeta,June,Thursday,Saldo negativo,gasto extraordinario
2024-06-28,Gasto,Ropa,-19.96,1492.42,Pago con tarjeta,Tarjeta,June,Friday,Saldo negativo,gasto extraordinario
2024-06-28,Gasto,Alimentación,-45.17,1447.25,Pago con tarjeta,Tarjeta,June,Friday,Saldo negativo,gasto recurrente
2024-06-30,Gasto,Restaurantes,-54.49,1392.7600000000002,Pago con tarjeta,Tarjeta,June,Sunday,Saldo negativo,gasto extraordinario
2024-06-30,Ingreso,Ingreso extra,288.53,1681.29,Ingreso puntual,Transferencia,June,Sunday,Saldo negativo,ingreso de dinero
2024-07-01,Ingreso,Salario,2442.58,4123.87,Nómina mensual,Transferencia,July,Monday,,ingreso de dinero
2024-07-01,Gasto,Alimentación,-15.8,4108.07,Pago con tarjeta,Tarjeta,July,Monday,,gasto recurrente
2024-07-01,Gasto,Alimentación,-13.59,4094.48,Pago con tarjeta,Tarjeta,July,Monday,,gasto recurrente
2024-07-01,Ingreso,Ingreso extra,334.98,4429.46,Ingreso puntual,Transferencia,July,Monday,,ingreso de dinero
2024-07-02,Gasto,Otros,-40.07,4389.39,Pago con tarjeta,Tarjeta,July,Tuesday,,gasto extraordinario
2024-07-02,Gasto,Ropa,-33.04,4356.35,Pago con tarjeta,Tarjeta,July,Tuesday,,gasto extraordinario
2024-07-03,Gasto,Alimentación,-13.91,4342.44,Pago con tarjeta,Tarjeta,July,Wednesday,,gasto recurrente
2024-07-03,Gasto,Ocio,-24.95,4317.49,Pago con tarjeta,Tarjeta,July,Wednesday,,gasto extraordinario
2024-07-04,Gasto,Alimentación,-24.15,4293.34,Pago con tarjeta,Tarjeta,July,Thursday,,gasto recurrente
2024-07-05,Gasto,Alquiler,-900.0,3393.34,Cargo Alquiler,Débito,July,Friday,,fijo
2024-07-05,Gasto,Otros,-55.21,3338.13,Pago con tarjeta,Tarjeta,July,Friday,,gasto extraordinario
2024-07-06,Gasto,Alimentación,-28.85,3309.2799999999997,Pago con tarjeta,Tarjeta,July,Saturday,,gasto recurrente
2024-07-06,Gasto,Transporte,-44.53,3264.75,Pago con tarjeta,Tarjeta,July,Saturday,,gasto recurrente
2024-07-06,Gasto,Gasto extraordinario,-296.91,2967.84,Compra excepcional,Tarjeta,July,Saturday,,gasto extraordinario
2024-07-07,Gasto,Préstamo personal,-220.0,2747.84,Cargo Préstamo personal,Débito,July,Sunday,,fijo
2024-07-07,Gasto,Alimentación,-43.24,2704.6000000000004,Pago con tarjeta,Tarjeta,July,Sunday,,gasto recurrente
2024-07-08,Gasto,Ropa,-18.41,2686.1900000000005,Pago con tarjeta,Tarjeta,July,Monday,,gasto extraordinario
2024-07-08,Gasto,Alimentación,-11.42,2674.7700000000004,Pago con tarjeta,Tarjeta,July,Monday,,gasto recurrente
2024-07-08,Ingreso,Ingreso extra,379.59,3054.3600000000006,Ingreso puntual,Transferencia,July,Monday,,ingreso de dinero
2024-07-09,Gasto,Alimentación,-48.14,3006.2200000000003,Pago con tarjeta,Tarjeta,July,Tuesday,,gasto recurrente
2024-07-09,Gasto,Otros,-40.52,2965.7000000000003,Pago con tarjeta,Tarjeta,July,Tuesday,,gasto extraordinario
2024-07-10,Gasto,Transporte,-50.5,2915.2000000000003,Pago con tarjeta,Tarjeta,July,Wednesday,,gasto recurrente
2024-07-10,Gasto,Restaurantes,-41.47,2873.7300000000005,Pago con tarjeta,Tarjeta,July,Wednesday,,gasto extraordinario
2024-07-11,Gasto,Ocio,-32.92,2840.8100000000004,Pago con tarjeta,Tarjeta,July,Thursday,,gasto extraordinario
2024-07-12,Gasto,Electricidad,-70.0,2770.8100000000004,Cargo Electricidad,Débito,July,Friday,,fijo
2024-07-12,Gasto,Gas,-45.0,2725.8100000000004,Cargo Gas,Débito,July,Friday,,fijo
2024-07-12,Gasto,Ropa,-42.25,2683.5600000000004,Pago con tarjeta,Tarjeta,July,Friday,,gasto extraordinario
2024-07-13,Gasto,Transporte,-33.65,2649.9100000000003,Pago con tarjeta,Tarjeta,July,Saturday,,gasto recurrente
2024-07-13,Gasto,Alimentación,-24.62,2625.2900000000004,Pago con tarjeta,Tarjeta,July,Saturday,,gasto recurrente
2024-07-15,Gasto,Internet,-55.0,2570.2900000000004,Cargo Internet,Débito,July,Monday,,fijo
2024-07-15,Gasto,Telefonía,-35.0,2535.2900000000004,Cargo Telefonía,Débito,July,Monday,,fijo
2024-07-16,Gasto,Salud,-38.09,2497.2000000000003,Pago con tarjeta,Tarjeta,July,Tuesday,,gasto recurrente
2024-07-16,Gasto,Restaurantes,-45.71,2451.4900000000002,Pago con tarjeta,Tarjeta,July,Tuesday,,gasto extraordinario
2024-07-17,Gasto,Otros,-22.76,2428.73,Pago con tarjeta,Tarjeta,July,Wednesday,,gasto extraordinario
2024-07-17,Gasto,Restaurantes,-27.96,2400.77,Pago con tarjeta,Tarjeta,July,Wednesday,,gasto extraordinario
2024-07-18,Gasto,Seguro,-45.0,2355.77,Cargo Seguro,Débito,July,Thursday,Saldo negativo,fijo
2024-07-19,Gasto,Alimentación,-44.57,2311.2,Pago con tarjeta,Tarjeta,July,Friday,Saldo negativo,gasto recurrente
2024-07-19,Gasto,Restaurantes,-20.86,2290.3399999999997,Pago con tarjeta,Tarjeta,July,Friday,Saldo negativo,gasto extraordinario
2024-07-20,Gasto,Streaming,-25.0,2265.3399999999997,Cargo Streaming,Débito,July,Saturday,Saldo negativo,fijo
2024-07-20,Gasto,Alimentación,-35.62,2229.72,Pago con tarjeta,Tarjeta,July,Saturday,Saldo negativo,gasto recurrente
2024-07-20,Gasto,Alimentación,-24.44,2205.2799999999997,Pago con tarjeta,Tarjeta,July,Saturday,Saldo negativo,gasto recurrente
2024-07-20,Gasto,Gasto extraordinario,-414.78,1790.5,Compra excepcional,Tarjeta,July,Saturday,Saldo negativo,gasto extraordinario
2024-07-21,Gasto,Restaurantes,-20.27,1770.23,Pago con tarjeta,Tarjeta,July,Sunday,Saldo negativo,gasto extraordinario
2024-07-21,Gasto,Bizum,-28.67,1741.56,Bizum enviado,Bizum,July,Sunday,Saldo negativo,sin definir
2024-07-22,Gasto,Transporte,-57.33,1684.23,Pago con tarjeta,Tarjeta,July,Monday,Saldo negativo,gasto recurrente
2024-07-22,Gasto,Alimentación,-22.68,1661.5500000000002,Pago con tarjeta,Tarjeta,July,Monday,Saldo negativo,gasto recurrente
2024-07-23,Gasto,Salud,-49.89,1611.6600000000003,Pago con tarjeta,Tarjeta,July,Tuesday,Saldo negativo,gasto recurrente
2024-07-24,Gasto,Otros,-14.39,1597.2700000000004,Pago con tarjeta,Tarjeta,July,Wednesday,Saldo negativo,gasto extraordinario
2024-07-24,Gasto,Alimentación,-9.09,1588.1800000000003,Pago con tarjeta,Tarjeta,July,Wednesday,Saldo negativo,gasto recurrente
2024-07-25,Gasto,Transporte,-10.16,1578.0200000000004,Pago con tarjeta,Tarjeta,July,Thursday,Saldo negativo,gasto recurrente
2024-07-26,Gasto,Alimentación,-49.81,1528.2100000000005,Pago con tarjeta,Tarjeta,July,Friday,Saldo negativo,gasto recurrente
2024-07-26,Gasto,Transporte,-21.22,1506.9900000000007,Pago con tarjeta,Tarjeta,July,Friday,Saldo negativo,gasto recurrente
2024-07-27,Gasto,Alimentación,-37.94,1469.0500000000006,Pago con tarjeta,Tarjeta,July,Saturday,Saldo negativo,gasto recurrente
2024-07-27,Gasto,Alimentación,-36.57,1432.4800000000005,Pago con tarjeta,Tarjeta,July,Saturday,Saldo negativo,gasto recurrente
2024-07-28,Gasto,Otros,-21.28,1411.2000000000003,Pago con tarjeta,Tarjeta,July,Sunday,Saldo negativo,gasto extraordinario
2024-07-29,Gasto,Transporte,-53.18,1358.0200000000004,Pago con tarjeta,Tarjeta,July,Monday,Saldo negativo,gasto recurrente
2024-07-29,Gasto,Transporte,-9.58,1348.4400000000005,Pago con tarjeta,Tarjeta,July,Monday,Saldo negativo,gasto recurrente
2024-07-30,Gasto,Salud,-42.68,1305.7600000000007,Pago con tarjeta,Tarjeta,July,Tuesday,Saldo negativo,gasto recurrente
2024-07-30,Gasto,Transporte,-26.13,1279.6300000000006,Pago con tarjeta,Tarjeta,July,Tuesday,Saldo negativo,gasto recurrente
2024-08-01,Ingreso,Salario,2248.55,3528.1800000000007,Nómina mensual,Transferencia,August,Thursday,,ingreso de dinero
2024-08-01,Gasto,Salud,-29.02,3499.1600000000008,Pago con tarjeta,Tarjeta,August,Thursday,,gasto recurrente
2024-08-03,Gasto,Transporte,-25.08,3474.080000000001,Pago con tarjeta,Tarjeta,August,Saturday,,gasto recurrente
2024-08-03,Gasto,Transporte,-39.71,3434.370000000001,Pago con tarjeta,Tarjeta,August,Saturday,,gasto recurrente
2024-08-04,Gasto,Restaurantes,-19.82,3414.550000000001,Pago con tarjeta,Tarjeta,August,Sunday,,gasto extraordinario
2024-08-04,Gasto,Alimentación,-33.47,3381.080000000001,Pago con tarjeta,Tarjeta,August,Sunday,,gasto recurrente
2024-08-05,Gasto,Alquiler,-900.0,2481.080000000001,Cargo Alquiler,Débito,August,Monday,Saldo negativo,fijo
2024-08-05,Gasto,Otros,-52.05,2429.0300000000007,Pago con tarjeta,Tarjeta,August,Monday,Saldo negativo,gasto extraordinario
2024-08-05,Gasto,Educación,-50.32,2378.7100000000005,Pago con tarjeta,Tarjeta,August,Monday,Saldo negativo,fijo
2024-08-06,Gasto,Transporte,-47.77,2330.9400000000005,Pago con tarjeta,Tarjeta,August,Tuesday,Saldo negativo,gasto recurrente
2024-08-06,Gasto,Ropa,-45.34,2285.6000000000004,Pago con tarjeta,Tarjeta,August,Tuesday,Saldo negativo,gasto extraordinario
2024-08-07,Gasto,Préstamo personal,-220.0,2065.6000000000004,Cargo Préstamo personal,Débito,August,Wednesday,Saldo negativo,fijo
2024-08-07,Gasto,Alimentación,-48.99,2016.6100000000006,Pago con tarjeta,Tarjeta,August,Wednesday,Saldo negativo,gasto recurrente
2024-08-08,Gasto,Alimentación,-28.28,1988.3300000000004,Pago con tarjeta,Tarjeta,August,Thursday,Saldo negativo,gasto recurrente
2024-08-10,Gasto,Otros,-50.81,1937.5200000000004,Pago con tarjeta,Tarjeta,August,Saturday,Saldo negativo,gasto extraordinario
2024-08-12,Gasto,Electricidad,-70.0,1867.5200000000004,Cargo Electricidad,Débito,August,Monday,Saldo negativo,fijo
2024-08-12,Gasto,Gas,-45.0,1822.5200000000004,Cargo Gas,Débito,August,Monday,Saldo negativo,fijo
2024-08-12,Gasto,Otros,-33.14,1789.3800000000006,Pago con tarjeta,Tarjeta,August,Monday,Saldo negativo,gasto extraordinario
2024-08-12,Gasto,Ropa,-36.61,1752.7700000000004,Pago con tarjeta,Tarjeta,August,Monday,Saldo negativo,gasto extraordinario
2024-08-12,Gasto,Bizum,-79.65,1673.1200000000003,Bizum enviado,Bizum,August,Monday,Saldo negativo,sin definir
2024-08-14,Gasto,Educación,-48.04,1625.0800000000004,Pago con tarjeta,Tarjeta,August,Wednesday,Saldo negativo,fijo
2024-08-15,Gasto,Internet,-55.0,1570.0800000000004,Cargo Internet,Débito,August,Thursday,Saldo negativo,fijo
2024-08-15,Gasto,Telefonía,-35.0,1535.0800000000004,Cargo Telefonía,Débito,August,Thursday,Saldo negativo,fijo
2024-08-15,Gasto,Restaurantes,-42.71,1492.3700000000003,Pago con tarjeta,Tarjeta,August,Thursday,Saldo negativo,gasto extraordinario
2024-08-15,Gasto,Alimentación,-34.37,1458.0000000000005,Pago con tarjeta,Tarjeta,August,Thursday,Saldo negativo,gasto recurrente
2024-08-16,Gasto,Restaurantes,-35.84,1422.1600000000003,Pago con tarjeta,Tarjeta,August,Friday,Saldo negativo,gasto extraordinario
2024-08-16,Gasto,Alimentación,-20.6,1401.5600000000004,Pago con tarjeta,Tarjeta,August,Friday,Saldo negativo,gasto recurrente
2024-08-17,Gasto,Transporte,-33.83,1367.7300000000005,Pago con tarjeta,Tarjeta,August,Saturday,Saldo negativo,gasto recurrente
2024-08-18,Gasto,Seguro,-45.0,1322.7300000000005,Cargo Seguro,Débito,August,Sunday,Saldo negativo,fijo
2024-08-18,Gasto,Restaurantes,-45.67,1277.0600000000004,Pago con tarjeta,Tarjeta,August,Sunday,Saldo negativo,gasto extraordinario
2024-08-18,Gasto,Alimentación,-21.88,1255.1800000000003,Pago con tarjeta,Tarjeta,August,Sunday,Saldo negativo,gasto recurrente
2024-08-20,Gasto,Streaming,-25.0,1230.1800000000003,Cargo Streaming,Débito,August,Tuesday,Saldo negativo,fijo
2024-08-20,Gasto,Alimentación,-16.82,1213.3600000000001,Pago con tarjeta,Tarjeta,August,Tuesday,Saldo negativo,gasto recurrente
2024-08-21,Gasto,Alimentación,-35.1,1178.2600000000002,Pago con tarjeta,Tarjeta,August,Wednesday,Saldo negativo,gasto recurrente
2024-08-22,Gasto,Alimentación,-36.39,1141.8700000000003,Pago con tarjeta,Tarjeta,August,Thursday,Saldo negativo,gasto recurrente
2024-08-22,Gasto,Otros,-42.42,1099.4500000000003,Pago con tarjeta,Tarjeta,August,Thursday,Saldo negativo,gasto extraordinario
2024-08-23,Gasto,Alimentación,-49.31,1050.1400000000003,Pago con tarjeta,Tarjeta,August,Friday,Saldo negativo,gasto recurrente
2024-08-23,Gasto,Transporte,-47.25,1002.8900000000003,Pago con tarjeta,Tarjeta,August,Friday,Saldo negativo,gasto recurrente
2024-08-24,Gasto,Bizum,-43.09,959.8000000000002,Bizum enviado,Bizum,August,Saturday,Saldo negativo,sin definir
2024-08-25,Gasto,Alimentación,-50.67,909.1300000000001,Pago con tarjeta,Tarjeta,August,Sunday,Saldo negativo,gasto recurrente
2024-08-26,Gasto,Alimentación,-41.62,867.5100000000002,Pago con tarjeta,Tarjeta,August,Monday,Saldo negativo,gasto recurrente
2024-08-26,Gasto,Salud,-39.64,827.8700000000003,Pago con tarjeta,Tarjeta,August,Monday,Saldo negativo,gasto recurrente
2024-08-27,Gasto,Alimentación,-22.72,805.1500000000005,Pago con tarjeta,Tarjeta,August,Tuesday,Saldo negativo,gasto recurrente
2024-08-28,Gasto,Alimentación,-48.45,756.7000000000007,Pago con tarjeta,Tarjeta,August,Wednesday,Saldo negativo,gasto recurrente
2024-08-28,Gasto,Salud,-16.41,740.2900000000009,Pago con tarjeta,Tarjeta,August,Wednesday,Saldo negativo,gasto recurrente
2024-08-29,Gasto,Otros,-14.05,726.2400000000007,Pago con tarjeta,Tarjeta,August,Thursday,Saldo negativo,gasto extraordinario
2024-08-29,Gasto,Ropa,-27.79,698.4500000000007,Pago con tarjeta,Tarjeta,August,Thursday,Saldo negativo,gasto extraordinario
2024-08-31,Gasto,Alimentación,-49.11,649.340000000001,Pago con tarjeta,Tarjeta,August,Saturday,Saldo negativo,gasto recurrente
2024-08-31,Gasto,Transporte,-56.5,592.840000000001,Pago con tarjeta,Tarjeta,August,Saturday,Saldo negativo,gasto recurrente
2024-09-01,Ingreso,Salario,2146.49,2739.330000000001,Nómina mensual,Transferencia,September,Sunday,Saldo negativo,ingreso de dinero
2024-09-03,Gasto,Otros,-36.58,2702.750000000001,Pago con tarjeta,Tarjeta,September,Tuesday,Saldo negativo,gasto extraordinario
2024-09-04,Gasto,Alimentación,-44.44,2658.310000000001,Pago con tarjeta,Tarjeta,September,Wednesday,Saldo negativo,gasto recurrente
2024-09-04,Gasto,Alimentación,-7.58,2650.730000000001,Pago con tarjeta,Tarjeta,September,Wednesday,Saldo negativo,gasto recurrente
2024-09-05,Gasto,Alquiler,-900.0,1750.730000000001,Cargo Alquiler,Débito,September,Thursday,Saldo negativo,fijo
2024-09-05,Gasto,Restaurantes,-11.02,1739.710000000001,Pago con tarjeta,Tarjeta,September,Thursday,Saldo negativo,gasto extraordinario
2024-09-05,Gasto,Otros,-11.0,1728.710000000001,Pago con tarjeta,Tarjeta,September,Thursday,Saldo negativo,gasto extraordinario
2024-09-06,Gasto,Ropa,-21.8,1706.9100000000008,Pago con tarjeta,Tarjeta,September,Friday,Saldo negativo,gasto extraordinario
2024-09-07,Gasto,Préstamo personal,-220.0,1486.9100000000008,Cargo Préstamo personal,Débito,September,Saturday,Saldo negativo,fijo
2024-09-07,Gasto,Ropa,-39.99,1446.920000000001,Pago con tarjeta,Tarjeta,September,Saturday,Saldo negativo,gasto extraordinario
2024-09-07,Gasto,Alimentación,-34.37,1412.550000000001,Pago con tarjeta,Tarjeta,September,Saturday,Saldo negativo,gasto recurrente
2024-09-09,Gasto,Alimentación,-23.91,1388.6400000000012,Pago con tarjeta,Tarjeta,September,Monday,Saldo negativo,gasto recurrente
2024-09-09,Gasto,Otros,-20.93,1367.7100000000014,Pago con tarjeta,Tarjeta,September,Monday,Saldo negativo,gasto extraordinario
2024-09-10,Gasto,Alimentación,-30.46,1337.2500000000014,Pago con tarjeta,Tarjeta,September,Tuesday,Saldo negativo,gasto recurrente
2024-09-10,Gasto,Gasto extraordinario,-258.54,1078.7100000000014,Compra excepcional,Tarjeta,September,Tuesday,Saldo negativo,gasto extraordinario
2024-09-12,Gasto,Electricidad,-70.0,1008.7100000000014,Cargo Electricidad,Débito,September,Thursday,Saldo negativo,fijo
2024-09-12,Gasto,Gas,-45.0,963.7100000000014,Cargo Gas,Débito,September,Thursday,Saldo negativo,fijo
2024-09-12,Gasto,Restaurantes,-21.83,941.8800000000015,Pago con tarjeta,Tarjeta,September,Thursday,Saldo negativo,gasto extraordinario
2024-09-13,Gasto,Restaurantes,-27.55,914.3300000000013,Pago con tarjeta,Tarjeta,September,Friday,Saldo negativo,gasto extraordinario
2024-09-13,Gasto,Restaurantes,-31.89,882.4400000000014,Pago con tarjeta,Tarjeta,September,Friday,Saldo negativo,gasto extraordinario
2024-09-15,Gasto,Internet,-55.0,827.4400000000014,Cargo Internet,Débito,September,Sunday,Saldo negativo,fijo
2024-09-15,Gasto,Telefonía,-35.0,792.4400000000014,Cargo Telefonía,Débito,September,Sunday,Saldo negativo,fijo
2024-09-15,Gasto,Otros,-21.16,771.2800000000016,Pago con tarjeta,Tarjeta,September,Sunday,Saldo negativo,gasto extraordinario
2024-09-15,Gasto,Ropa,-50.91,720.3700000000017,Pago con tarjeta,Tarjeta,September,Sunday,Saldo negativo,gasto extraordinario
2024-09-16,Gasto,Alimentación,-29.72,690.6500000000015,Pago con tarjeta,Tarjeta,September,Monday,Saldo negativo,gasto recurrente
2024-09-17,Gasto,Alimentación,-39.78,650.8700000000017,Pago con tarjeta,Tarjeta,September,Tuesday,Saldo negativo,gasto recurrente
2024-09-18,Gasto,Seguro,-45.0,605.8700000000017,Cargo Seguro,Débito,September,Wednesday,Saldo negativo,fijo
2024-09-18,Gasto,Ocio,-26.37,579.5000000000018,Pago con tarjeta,Tarjeta,September,Wednesday,Saldo negativo,gasto extraordinario
2024-09-18,Gasto,Alimentación,-22.25,557.2500000000018,Pago con tarjeta,Tarjeta,September,Wednesday,Saldo negativo,gasto recurrente
2024-09-19,Gasto,Transporte,-51.19,506.0600000000022,Pago con tarjeta,Tarjeta,September,Thursday,Saldo negativo,gasto recurrente
2024-09-19,Ingreso,Bizum,56.67,562.7300000000023,Bizum recibido,Bizum,September,Thursday,Saldo negativo,sin definir
2024-09-20,Gasto,Streaming,-25.0,537.7300000000023,Cargo Streaming,Débito,September,Friday,Saldo negativo,fijo
2024-09-21,Gasto,Transporte,-48.28,489.45000000000255,Pago con tarjeta,Tarjeta,September,Saturday,Saldo negativo,gasto recurrente
2024-09-21,Gasto,Transporte,-35.58,453.8700000000026,Pago con tarjeta,Tarjeta,September,Saturday,Saldo negativo,gasto recurrente
2024-09-21,Gasto,Bizum,-116.53,337.3400000000029,Bizum enviado,Bizum,September,Saturday,Saldo negativo,sin definir
2024-09-22,Gasto,Otros,-35.08,302.26000000000295,Pago con tarjeta,Tarjeta,September,Sunday,Saldo negativo,gasto extraordinario
2024-09-22,Ingreso,Ingreso extra,115.46,417.720000000003,Ingreso puntual,Transferencia,September,Sunday,Saldo negativo,ingreso de dinero
